Id_studenta;Imie;Nazwisko;Uczelnia;;Miejsce_zam;Rok_studiow;Dochod_na_osobe;kod_pocztowy;miejsce_zam;;kod_pocztowy;miejsce_zam;id_uczelni;id_miasta;
984;Jolanta;Marcz;Politechnika Królewska;10;Wolbrom 46-174;I;573;46-174;Wolbrom;;46-174;Wolbrom;3;208;
985;Tomasz;Kania;Uniwersytet Królewski;10;Strzelce Opolskie 60-596;I;2458;60-596;Strzelce Opolskie;;60-596;Strzelce Opolskie;5;172;
986;Barbara;Krzeczkowska;Politechnika Informatyczno-Elektroniczna;10;Zamość 99-773;I;1418;99-773;Zamość;;99-773;Zamość;2;214;
987;Zuzanna;Walczynska;Politechnika Królewska;10;Wadowice 47-222;I;1035;47-222;Wadowice;;47-222;Wadowice;3;195;
988;Gabriela;Zajac;Politechnika Królewska;10;Cieszyn 68-101;II;1757;68-101;Cieszyn;;68-101;Cieszyn;3;25;
989;Henryk;Walczak;Uniwersytet Królewski;10;Będzin 69-501;II;923;69-501;Będzin;;69-501;Będzin;5;7;
990;Kuba;Kaminska;Uniwersytet Królewski;10;Bytom 80-339;II;1274;80-339;Bytom;;80-339;Bytom;5;18;
991;Wieslaw;Bananowski;Politechnika Informatyczno-Elektroniczna;10;Bielsk Podlaski 96-087;II;2930;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;2;11;
992;Roman;Szumylowicz;Politechnika Informatyczno-Elektroniczna;10;Kędzierzyn-Koźle 81-133;IV;1176;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;2;73;
993;Bronislaw;Hubertus;Uniwersytet Pedagogiczny;10;Gierałtowice 04-834;I;2912;04-834;Gierałtowice;;04-834;Gierałtowice;7;42;
994;Roman;Buszek;Uniwersytet Królewski;10;Bezledy 75-057;II;771;75-057;Bezledy;;75-057;Bezledy;5;6;
995;Ewa;Szepelak;Politechnika Informatyczno-Elektroniczna;10;Płock 04-688;I;2284;04-688;Płock;;04-688;Płock;2;142;
996;Szymon;Wcislowski;Uniwersytet Rolniczy;10;Gryfice 51-783;II;1444;51-783;Gryfice;;51-783;Gryfice;8;50;
997;Aleksandra;Pietak;Uniwersytet Królewski;10;Ciechanów 37-640;I;2499;37-640;Ciechanów;;37-640;Ciechanów;5;23;
998;Kacper;Berkowski;Uniwersytet Muzyczny;10;Otmuchów 69-204;I;1127;69-204;Otmuchów;;69-204;Otmuchów;6;136;
999;Jagoda;Szmaglinska;Politechnika Królewska;10;Siewierz 65-885;I;605;65-885;Siewierz;;65-885;Siewierz;3;164;
1000;Mariusz;Morawski;Politechnika Królewska;10;Rajcza 18-286;IV;467;18-286;Rajcza;;18-286;Rajcza;3;155;
1001;Natalia;Kochman;Akademia Sztuk Pięknych;#N/D;Skorogoszcz 57-633;I;2854;57-633;Skorogoszcz;;57-633;Skorogoszcz;1;166;
1002;Zofia;Bartczak;Politechnika Informatyczno-Elektroniczna;10;Zabrze 91-525;II;1551;91-525;Zabrze;;91-525;Zabrze;2;211;
1003;Celina;Kubera;Uniwersytet Królewski;10;Brzesko 96-703;IV;729;96-703;Brzesko;;96-703;Brzesko;5;16;
1004;Faustyn;Katana;Politechnika Królewska;10;Legionowo 36-889;I;3318;36-889;Legionowo;;36-889;Legionowo;3;96;
1005;Amelia;Awast;Politechnika Królewska;10;Głubczyce 65-458;I;3321;65-458;Głubczyce;;65-458;Głubczyce;3;44;
1006;Paulina;Michalak;Politechnika Królewska;10;Tarnowskie Góry 24-243;I;1204;24-243;Tarnowskie Góry;;24-243;Tarnowskie Góry;3;186;
1007;Frydryk;Wenc;Politechnika Informatyczno-Elektroniczna;10;Poznań 40-853;V;1452;40-853;Poznań;;40-853;Poznań;2;144;
1008;Aleksander;Bolkowski;Politechnika Królewska;10;Wisła 99-436;I;3247;99-436;Wisła;;99-436;Wisła;3;202;
1009;Celestyna;Ozga;Politechnika Informatyczno-Elektroniczna;10;Dąbrowa Górnicza 75-727;II;1377;75-727;Dąbrowa Górnicza;;75-727;Dąbrowa Górnicza;2;28;
1010;Lucja;Wicinska;Uniwersytet Królewski;10;Katowice 72-241;I;2180;72-241;Katowice;;72-241;Katowice;5;71;
1011;Jerzy;Gibki;Uniwersytet Królewski;10;Mikołów 96-497;III;1770;96-497;Mikołów;;96-497;Mikołów;5;116;
1012;Halina;Klimaszewska;Politechnika Informatyczno-Elektroniczna;10;Szamotuły 64-698;I;2138;64-698;Szamotuły;;64-698;Szamotuły;2;176;
1013;Mateusz;Wolny;Uniwersytet Pedagogiczny;10;Włodowice 37-089;V;1240;37-089;Włodowice;;37-089;Włodowice;7;205;
1014;Jadwiga;Tarkowska;Politechnika Informatyczno-Elektroniczna;10;Tychy 76-939;II;558;76-939;Tychy;;76-939;Tychy;2;193;
1015;Tomasz;Bansik;Uniwersytet Królewski;10;Nałęczów 83-630;II;2355;83-630;Nałęczów;;83-630;Nałęczów;5;123;
1016;Zofia;Staniec;Politechnika Królewska;10;Karniewo 21-405;II;610;21-405;Karniewo;;21-405;Karniewo;3;70;
1017;Jerzy;Barankiewicz;Politechnika Królewska;10;Olkusz 19-255;I;869;19-255;Olkusz;;19-255;Olkusz;3;130;
1018;Anna;Ludwin;Uniwersytet Królewski;10;Barwinek 09-428;IV;2514;09-428;Barwinek;;09-428;Barwinek;5;5;
1019;Jaroslaw;Nowik;Politechnika Królewska;10;Nowy Sącz 62-813;III;3069;62-813;Nowy Sącz;;62-813;Nowy Sącz;3;124;
1020;Kamil;Kozlowski;Uniwersytet Pedagogiczny;10;Wolbrom 46-174;V;843;46-174;Wolbrom;;46-174;Wolbrom;7;208;
1021;Anna;Klubicka;Politechnika Informatyczno-Elektroniczna;10;Puławy 66-219;I;2039;66-219;Puławy;;66-219;Puławy;2;149;
1022;Paulina;Barcik;Uniwersytet Królewski;10;Zakopane 00-995;I;821;00-995;Zakopane;;00-995;Zakopane;5;212;
1023;Edyta;Wojcik;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;III;2649;72-241;Katowice;;72-241;Katowice;2;71;
1024;Karol;Brodowicz;Politechnika Królewska;10;Jasło 92-050;IV;1519;92-050;Jasło;;92-050;Jasło;3;59;
1025;Kamil;Malek;Uniwersytet Ekonomiczny;10;Miechów 47-553;II;2719;47-553;Miechów;;47-553;Miechów;4;111;
1026;Ewa;Holda;Politechnika Informatyczno-Elektroniczna;10;Wejherowo 68-209;II;628;68-209;Wejherowo;;68-209;Wejherowo;2;200;
1027;Anna;Krakowska;Politechnika Informatyczno-Elektroniczna;10;Głubczyce 65-458;I;3035;65-458;Głubczyce;;65-458;Głubczyce;2;44;
1028;Honorata;Jasinska;Politechnika Informatyczno-Elektroniczna;10;Dąbrowa Górnicza 75-727;II;530;75-727;Dąbrowa Górnicza;;75-727;Dąbrowa Górnicza;2;28;
1029;Roman;Badurzewski;Politechnika Informatyczno-Elektroniczna;10;Rabka 30-698;I;2135;30-698;Rabka;;30-698;Rabka;2;152;
1030;Mateusz;Switaj;Politechnika Królewska;10;Limanowa 65-385;I;1947;65-385;Limanowa;;65-385;Limanowa;3;100;
1031;Franciszek;Piaty;Politechnika Informatyczno-Elektroniczna;10;Jejkowice 67-738;IV;1202;67-738;Jejkowice;;67-738;Jejkowice;2;63;
1032;Mikolaj;Pietras;Politechnika Królewska;10;Gliwice 11-608;I;2686;11-608;Gliwice;;11-608;Gliwice;3;43;
1033;Urszula;Misiak;Politechnika Królewska;10;Ustroń 51-637;II;590;51-637;Ustroń;;51-637;Ustroń;3;194;
1034;Anna;Halinowska;Politechnika Informatyczno-Elektroniczna;10;Świętochłowice 38-932;I;1934;38-932;Świętochłowice;;38-932;Świętochłowice;2;183;
1035;Antoni;Borowicz;Uniwersytet Królewski;10;Olkusz 19-255;IV;2699;19-255;Olkusz;;19-255;Olkusz;5;130;
1036;Jozef;Maj;Politechnika Informatyczno-Elektroniczna;10;Jaworzno 98-650;II;1191;98-650;Jaworzno;;98-650;Jaworzno;2;61;
1037;Zofia;Miejska;Akademia Sztuk Pięknych;#N/D;Przemyśl 38-959;II;3283;38-959;Przemyśl;;38-959;Przemyśl;1;147;
1038;Andrzej;Dubala;Politechnika Informatyczno-Elektroniczna;10;Siemianowice Sląskie 09-006;I;2519;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;2;162;
1039;Wincenty;Klimkiewicz;Uniwersytet Królewski;10;Racibórz 00-355;I;1416;00-355;Racibórz;;00-355;Racibórz;5;153;
1040;Zdzislawa;Hejak;Politechnika Informatyczno-Elektroniczna;10;Przemyśl 38-959;IV;2233;38-959;Przemyśl;;38-959;Przemyśl;2;147;
1041;Franciszek;Leszczynski;Uniwersytet Królewski;10;Mysłowice 13-220;IV;2676;13-220;Mysłowice;;13-220;Mysłowice;5;121;
1042;Maksym;Majewski;Politechnika Informatyczno-Elektroniczna;10;Łomża 22-623;III;1309;22-623;Łomża;;22-623;Łomża;2;108;
1043;Kamil;Kucharski;Politechnika Informatyczno-Elektroniczna;10;Wolbrom 46-174;II;923;46-174;Wolbrom;;46-174;Wolbrom;2;208;
1044;Elwira;Banowicz;Politechnika Królewska;10;Jastrzębie-Zdrój 51-394;I;1397;51-394;Jastrzębie-Zdrój;;51-394;Jastrzębie-Zdrój;3;60;
1045;Zofia;Skrzydlewska;Politechnika Informatyczno-Elektroniczna;10;Siemianowice Sląskie 09-006;V;1545;09-006;Siemianowice Sląskie;;09-006;Siemianowice Sląskie;2;162;
1046;Miloslaw;Kozik;Politechnika Informatyczno-Elektroniczna;10;Sośnicowice 15-658;III;2367;15-658;Sośnicowice;;15-658;Sośnicowice;2;171;
1047;Danuta;Kowalczyk;Wyższa Szkoła Techniczna;10;Wrocław 62-182;V;2844;62-182;Wrocław;;62-182;Wrocław;10;209;
1048;Hanna;Aleksy;Uniwersytet Sportu i Turystyki;10;Ciechanów 37-640;I;3031;37-640;Ciechanów;;37-640;Ciechanów;9;23;
1049;Alina;Literacka;Uniwersytet Królewski;10;Kielce 04-274;I;576;04-274;Kielce;;04-274;Kielce;5;75;
1050;Karol;Medrzec;Uniwersytet Królewski;10;Malbork 70-239;II;1603;70-239;Malbork;;70-239;Malbork;5;109;
1051;Anastazja;Grabowska;Politechnika Informatyczno-Elektroniczna;10;Mikołów 96-497;V;2706;96-497;Mikołów;;96-497;Mikołów;2;116;
1052;Malgorzata;Katowska;Politechnika Informatyczno-Elektroniczna;10;Sławków 42-081;I;3076;42-081;Sławków;;42-081;Sławków;2;167;
1053;Adam;Wolski;Politechnika Informatyczno-Elektroniczna;10;Miechów 47-553;I;3241;47-553;Miechów;;47-553;Miechów;2;111;
1054;Dorota;Roos;Uniwersytet Sportu i Turystyki;10;Lędziny 27-535;I;852;27-535;Lędziny;;27-535;Lędziny;9;99;
1055;Ewa;Baranicz;Politechnika Królewska;10;Bielsk Podlaski 96-087;I;2580;96-087;Bielsk Podlaski;;96-087;Bielsk Podlaski;3;11;
1056;Serafin;Symanski;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;II;683;72-241;Katowice;;72-241;Katowice;2;71;
1057;Wioletta;Maciejewska;Politechnika Informatyczno-Elektroniczna;10;Kalisz 29-379;V;668;29-379;Kalisz;;29-379;Kalisz;2;69;
1058;Julita;Ciecierska;Uniwersytet Królewski;10;Kuźnia Raciborska 78-122;I;1273;78-122;Kuźnia Raciborska;;78-122;Kuźnia Raciborska;5;94;
1059;Natalia;Kosciuszko;Uniwersytet Królewski;10;Zawiercie 58-922;I;1628;58-922;Zawiercie;;58-922;Zawiercie;5;215;
1060;Karina;Siwczynska;Politechnika Informatyczno-Elektroniczna;10;Kielce 04-274;III;1035;04-274;Kielce;;04-274;Kielce;2;75;
1061;Katarzyna;Augustynik;Politechnika Informatyczno-Elektroniczna;10;Sosnowiec 14-721;I;3052;14-721;Sosnowiec;;14-721;Sosnowiec;2;170;
1062;Danuta;Bialecka;Politechnika Informatyczno-Elektroniczna;10;Limanowa 65-385;I;685;65-385;Limanowa;;65-385;Limanowa;2;100;
1063;Damian;Wanad;Uniwersytet Królewski;10;Tarnowskie Góry 24-243;I;1651;24-243;Tarnowskie Góry;;24-243;Tarnowskie Góry;5;186;
1064;Michalina;Busz;Politechnika Informatyczno-Elektroniczna;10;Kędzierzyn-Koźle 81-133;IV;639;81-133;Kędzierzyn-Koźle;;81-133;Kędzierzyn-Koźle;2;73;
1065;Mateusz;Mrusz;Politechnika Informatyczno-Elektroniczna;10;Szczekociny 66-008;II;1808;66-008;Szczekociny;;66-008;Szczekociny;2;179;
1066;Artur;Wolicz;Uniwersytet Królewski;10;Tarnobrzeg 85-266;I;2893;85-266;Tarnobrzeg;;85-266;Tarnobrzeg;5;185;
1067;Zygmunt;Czajkowski;Politechnika Królewska;10;Istebna 22-654;II;2861;22-654;Istebna;;22-654;Istebna;3;56;
1068;Adam;Babecki;Uniwersytet Rolniczy;10;Strzelce Opolskie 60-596;I;2536;60-596;Strzelce Opolskie;;60-596;Strzelce Opolskie;8;172;
1069;Patryk;Sowa;Uniwersytet Królewski;10;Katowice 72-241;IV;2922;72-241;Katowice;;72-241;Katowice;5;71;
1070;Barbara;Czarnecka;Politechnika Informatyczno-Elektroniczna;10;Przemyśl 38-959;V;2940;38-959;Przemyśl;;38-959;Przemyśl;2;147;
1071;Karolina;Biegajczyk;Politechnika Informatyczno-Elektroniczna;10;Głuchołazy 30-136;I;2054;30-136;Głuchołazy;;30-136;Głuchołazy;2;45;
1072;Kajetan;Kuzon;Politechnika Informatyczno-Elektroniczna;10;Legionowo 36-889;I;1249;36-889;Legionowo;;36-889;Legionowo;2;96;
1073;Kamil;Bajer;Akademia Sztuk Pięknych;#N/D;Nysa 72-297;I;3074;72-297;Nysa;;72-297;Nysa;1;126;
1074;Jakub;Kucharczyk;Politechnika Królewska;10;Mysłowice 13-220;I;2404;13-220;Mysłowice;;13-220;Mysłowice;3;121;
1075;Rafal;Turowski;Uniwersytet Królewski;10;Pszczyna 53-858;III;1908;53-858;Pszczyna;;53-858;Pszczyna;5;148;
1076;Witold;Muraszkowski;Politechnika Informatyczno-Elektroniczna;10;Mikołów 96-497;II;1357;96-497;Mikołów;;96-497;Mikołów;2;116;
1077;Waclawa;Henka;Politechnika Informatyczno-Elektroniczna;10;Żywiec 00-137;III;799;00-137;Żywiec;;00-137;Żywiec;2;220;
1078;Janusz;Sekula;Politechnika Informatyczno-Elektroniczna;10;Mikołów 96-497;I;850;96-497;Mikołów;;96-497;Mikołów;2;116;
1079;Dariusz;Barcinski;Uniwersytet Królewski;10;Konin 39-551;II;1115;39-551;Konin;;39-551;Konin;5;83;
1080;Jerzy;Obornicki;Politechnika Informatyczno-Elektroniczna;10;Krzeszowice 91-488;I;2015;91-488;Krzeszowice;;91-488;Krzeszowice;2;91;
1081;Katarzyna;Hohenberg;Politechnika Informatyczno-Elektroniczna;10;Węgorzewo 67-547;I;1653;67-547;Węgorzewo;;67-547;Węgorzewo;2;201;
1082;Grzegorz;Wroclawski;Uniwersytet Królewski;10;Ogrodzieniec 82-082;IV;1899;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;5;129;
1083;Anna;Kubiak;Politechnika Informatyczno-Elektroniczna;10;Chorzów 97-545;I;3222;97-545;Chorzów;;97-545;Chorzów;2;21;
1084;Adam;Kalka;Politechnika Informatyczno-Elektroniczna;10;Rybnik 24-983;I;427;24-983;Rybnik;;24-983;Rybnik;2;158;
1085;Andrzej;Blasik;Politechnika Informatyczno-Elektroniczna;10;Miechów 47-553;I;2289;47-553;Miechów;;47-553;Miechów;2;111;
1086;Kuba;Sonarska;Politechnika Informatyczno-Elektroniczna;10;Ruda Sląska 12-684;II;966;12-684;Ruda Sląska;;12-684;Ruda Sląska;2;157;
1087;Henryk;Macutkiewicz;Uniwersytet Sportu i Turystyki;10;Mysłowice 13-220;III;2086;13-220;Mysłowice;;13-220;Mysłowice;9;121;
1088;Irmina;Kilen;Politechnika Królewska;10;Krosno 80-338;I;1985;80-338;Krosno;;80-338;Krosno;3;89;
1089;Malgorzata;Pietrzyk;Politechnika Królewska;10;Lędziny 27-535;I;3243;27-535;Lędziny;;27-535;Lędziny;3;99;
1090;Kazimiera;Sobiecka;Politechnika Informatyczno-Elektroniczna;10;Ustroń 51-637;I;1402;51-637;Ustroń;;51-637;Ustroń;2;194;
1091;Rafal;Wierzbicki;Akademia Sztuk Pięknych;#N/D;Katowice 72-241;I;2823;72-241;Katowice;;72-241;Katowice;1;71;
1092;Anna;Witek;Uniwersytet Rolniczy;10;Ruda Sląska 12-684;I;2729;12-684;Ruda Sląska;;12-684;Ruda Sląska;8;157;
1093;Martyna;Lamorska;Uniwersytet Pedagogiczny;10;Wisła 99-436;I;740;99-436;Wisła;;99-436;Wisła;7;202;
1094;Elzbieta;Matczak;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;V;1528;72-241;Katowice;;72-241;Katowice;2;71;
1095;Lucyna;Wojciechowska;Politechnika Królewska;10;Tarnowskie Góry 24-243;III;2806;24-243;Tarnowskie Góry;;24-243;Tarnowskie Góry;3;186;
1096;Dorota;Chenowska;Politechnika Królewska;10;Nowy Targ 84-043;I;2956;84-043;Nowy Targ;;84-043;Nowy Targ;3;125;
1097;Juliusz;Piechocki;Uniwersytet Królewski;10;Głubczyce 65-458;IV;3134;65-458;Głubczyce;;65-458;Głubczyce;5;44;
1098;Zbigniew;Stypula;Uniwersytet Królewski;10;Ełk 05-563;I;1878;05-563;Ełk;;05-563;Ełk;5;38;
1099;Maciej;Rojkiewicz;Politechnika Królewska;10;Ogrodzieniec 82-082;I;2143;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;3;129;
1100;Agnieszka;Kaczmarczyk;Uniwersytet Sportu i Turystyki;10;Sosnowiec 14-721;I;2348;14-721;Sosnowiec;;14-721;Sosnowiec;9;170;
1101;Barbara;Swiegoda;Uniwersytet Królewski;10;Katowice 72-241;I;2919;72-241;Katowice;;72-241;Katowice;5;71;
1102;Natasza;Duda;Uniwersytet Sportu i Turystyki;10;Sopot 77-187;III;2125;77-187;Sopot;;77-187;Sopot;9;169;
1103;Elzbieta;Matuszewska;Politechnika Informatyczno-Elektroniczna;10;Limanowa 65-385;I;1140;65-385;Limanowa;;65-385;Limanowa;2;100;
1104;Anna;Stefanska;Politechnika Informatyczno-Elektroniczna;10;Sławków 42-081;I;2185;42-081;Sławków;;42-081;Sławków;2;167;
1105;Franciszek;Bartoszek;Politechnika Królewska;10;Rzeszów 89-735;I;1232;89-735;Rzeszów;;89-735;Rzeszów;3;159;
1106;Marta;Arast;Uniwersytet Królewski;10;Żory 29-724;I;1470;29-724;Żory;;29-724;Żory;5;218;
1107;Maria;Chojnacka;Uniwersytet Ekonomiczny;10;Barlinek 83-236;I;1239;83-236;Barlinek;;83-236;Barlinek;4;4;
1108;Wojciech;Gorski;Politechnika Informatyczno-Elektroniczna;10;Sieradz 62-407;III;2548;62-407;Sieradz;;62-407;Sieradz;2;163;
1109;Lucyna;Sokolowska;Akademia Sztuk Pięknych;#N/D;Tworóg 62-560;V;2832;62-560;Tworóg;;62-560;Tworóg;1;192;
1110;Bronislaw;Wozniak;Uniwersytet Królewski;10;Strzelce Opolskie 60-596;I;2796;60-596;Strzelce Opolskie;;60-596;Strzelce Opolskie;5;172;
1111;Angelika;Mrozek;Politechnika Królewska;10;Tarnów 87-348;IV;2291;87-348;Tarnów;;87-348;Tarnów;3;187;
1112;Edward;Malinowski;Politechnika Królewska;10;Trzebinia 26-607;I;3265;26-607;Trzebinia;;26-607;Trzebinia;3;191;
1113;Izabella;Beniowska;Politechnika Królewska;10;Gdańsk 83-271;I;3322;83-271;Gdańsk;;83-271;Gdańsk;3;39;
1114;Aneta;Basista;Uniwersytet Królewski;10;Piotrków Trybunalski 04-419;I;2579;04-419;Piotrków Trybunalski;;04-419;Piotrków Trybunalski;5;140;
1115;Agata;Altman;Uniwersytet Królewski;10;Jasło 92-050;I;2584;92-050;Jasło;;92-050;Jasło;5;59;
1116;Adelajda;Nucinska;Politechnika Informatyczno-Elektroniczna;10;Tarnów 87-348;V;1289;87-348;Tarnów;;87-348;Tarnów;2;187;
1117;Witold;Mus;Uniwersytet Królewski;10;Dęblin 53-807;V;1912;53-807;Dęblin;;53-807;Dęblin;5;31;
1118;Przemyslaw;Lipert;Politechnika Informatyczno-Elektroniczna;10;Lubliniec 14-322;II;1929;14-322;Lubliniec;;14-322;Lubliniec;2;104;
1119;Adam;Beben;Politechnika Informatyczno-Elektroniczna;10;Kobylin 02-635;I;2162;02-635;Kobylin;;02-635;Kobylin;2;78;
1120;Roksana;Kajka;Politechnika Informatyczno-Elektroniczna;10;Kogutek 99-754;II;2036;99-754;Kogutek;;99-754;Kogutek;2;80;
1121;Dominika;Pudlowicz;Politechnika Informatyczno-Elektroniczna;10;Katowice 72-241;I;2824;72-241;Katowice;;72-241;Katowice;2;71;
1122;Aleksy;Rebacz;Uniwersytet Królewski;10;Białystok 54-632;I;2784;54-632;Białystok;;54-632;Białystok;5;10;
1123;Zygfryd;Klimczyk;Uniwersytet Królewski;10;Olkusz 19-255;I;1955;19-255;Olkusz;;19-255;Olkusz;5;130;
1124;Boguslawa;Ostrowska;Uniwersytet Królewski;10;Tarnowskie Góry 24-243;V;2466;24-243;Tarnowskie Góry;;24-243;Tarnowskie Góry;5;186;
1125;Celina;Bekasiewicz;Uniwersytet Rolniczy;10;Jasło 92-050;I;1526;92-050;Jasło;;92-050;Jasło;8;59;
1126;Marcin;Pawlowski;Politechnika Królewska;10;Ruda Sląska 12-684;II;2438;12-684;Ruda Sląska;;12-684;Ruda Sląska;3;157;
1127;Elzbieta;Czwartek;Politechnika Królewska;10;Chorzów 97-545;I;2846;97-545;Chorzów;;97-545;Chorzów;3;21;
1128;Jan;Bialek;Politechnika Informatyczno-Elektroniczna;10;Miechów 47-553;I;1686;47-553;Miechów;;47-553;Miechów;2;111;
1129;Robert;Zalesiak;Politechnika Królewska;10;Kobylin-Borzymy 21-258;I;1115;21-258;Kobylin-Borzymy;;21-258;Kobylin-Borzymy;3;79;
1130;Adrianna;Wojtczak;Uniwersytet Ekonomiczny;10;Kruszwica 33-294;I;2847;33-294;Kruszwica;;33-294;Kruszwica;4;90;
1131;Aniela;Dymek;Uniwersytet Pedagogiczny;10;Trzebinia 26-607;IV;2207;26-607;Trzebinia;;26-607;Trzebinia;7;191;
1132;Marek;Zawodnik;Politechnika Królewska;10;Katowice 72-241;I;3294;72-241;Katowice;;72-241;Katowice;3;71;
1133;Antoni;Kaber;Uniwersytet Królewski;10;Ogrodzieniec 82-082;I;2522;82-082;Ogrodzieniec;;82-082;Ogrodzieniec;5;129;
1134;Grzegorz;Serocki;Politechnika Królewska;10;Pila 06-355;I;2664;06-355;Pila;;06-355;Pila;3;138;
1135;Iwona;Kedrak;Politechnika Informatyczno-Elektroniczna;10;Jeżewo 53-780;III;3062;53-780;Jeżewo;;53-780;Jeżewo;2;65;
1136;Tomasz;Janowski;Uniwersytet Pedagogiczny;10;Trzebinia 26-607;II;2163;26-607;Trzebinia;;26-607;Trzebinia;7;191;
1137;Izabella;Chorzowik;Politechnika Informatyczno-Elektroniczna;10;Mikołów 96-497;I;2409;96-497;Mikołów;;96-497;Mikołów;2;116;
1138;Stanislaw;Zelazko;Politechnika Informatyczno-Elektroniczna;10;Lubliniec 14-322;V;1363;14-322;Lubliniec;;14-322;Lubliniec;2;104;
1139;Karolina;Wozniakiewicz;Politechnika Informatyczno-Elektroniczna;10;Wisła 99-436;I;2909;99-436;Wisła;;99-436;Wisła;2;202;
1140;Wioletta;Zawadzka;Politechnika Informatyczno-Elektroniczna;10;Wadowice 47-222;II;2254;47-222;Wadowice;;47-222;Wadowice;2;195;
1141;Danuta;Jachimowicz;Uniwersytet Królewski;10;Gorzów Wielkopolski 78-003;I;705;78-003;Gorzów Wielkopolski;;78-003;Gorzów Wielkopolski;5;47;
1142;Hanna;Bidowska;Politechnika Informatyczno-Elektroniczna;10;Wojkowice 84-273;I;2551;84-273;Wojkowice;;84-273;Wojkowice;2;207;
1143;Magdalena;Klekowska;Uniwersytet Królewski;10;Zakopane 00-995;I;2511;00-995;Zakopane;;00-995;Zakopane;5;212;
1144;Anna;Michajlow;Uniwersytet Królewski;10;Kraśnik 90-749;I;2312;90-749;Kraśnik;;90-749;Kraśnik;5;88;
1145;Bartosz;Tomaszewski;Politechnika Królewska;10;Wisła 99-436;II;1511;99-436;Wisła;;99-436;Wisła;3;202;
1146;Filip;Zukowski;Politechnika Informatyczno-Elektroniczna;10;Ruda Sląska 12-684;I;1740;12-684;Ruda Sląska;;12-684;Ruda Sląska;2;157;
1147;Jadwiga;Graniecka;Politechnika Informatyczno-Elektroniczna;10;Strzelce Opolskie 60-596;I;1499;60-596;Strzelce Opolskie;;60-596;Strzelce Opolskie;2;172;
1148;Dorota;Kozikowska;Politechnika Królewska;10;Świeradów-Zdrój 01-685;I;2928;01-685;Świeradów-Zdrój;;01-685;Świeradów-Zdrój;3;182;
1149;Mariusz;Adamowiczek;Politechnika Informatyczno-Elektroniczna;10;Głuchołazy 30-136;I;2393;30-136;Głuchołazy;;30-136;Głuchołazy;2;45;
1150;Marta;Berakowska;Uniwersytet Ekonomiczny;10;Szczekociny 66-008;I;1850;66-008;Szczekociny;;66-008;Szczekociny;4;179;
1151;Kacper;Sokolowski;Uniwersytet Królewski;10;Lublin 79-726;II;1241;79-726;Lublin;;79-726;Lublin;5;103;
1152;Janusz;Sapek;Politechnika Królewska;10;Nowy Targ 84-043;II;1160;84-043;Nowy Targ;;84-043;Nowy Targ;3;125;
1153;Zofia;Glapa;Uniwersytet Królewski;10;Zawiercie 58-922;I;600;58-922;Zawiercie;;58-922;Zawiercie;5;215;
1154;Aleksandra;Koszewska;Uniwersytet Królewski;10;Katowice 72-241;I;700;72-241;Katowice;;72-241;Katowice;5;71;
1155;Jadwiga;Chaberow;Politechnika Informatyczno-Elektroniczna;10;Medyka 67-566;I;2396;67-566;Medyka;;67-566;Medyka;2;110;
1156;Tomasz;Gates;Uniwersytet Rolniczy;10;Alwernia 27-938;II;1421;27-938;Alwernia;;27-938;Alwernia;8;2;
1157;Wiktoria;Wieczorek;Uniwersytet Królewski;10;Tychy 76-939;V;2186;76-939;Tychy;;76-939;Tychy;5;193;
1158;Patrycja;Borna;Uniwersytet Królewski;10;Zambrów 53-324;II;1500;53-324;Zambrów;;53-324;Zambrów;5;213;
1159;Szymon;Brandys;Politechnika Informatyczno-Elektroniczna;10;Koniaków 34-607;II;2119;34-607;Koniaków;;34-607;Koniaków;2;82;
1160;Michal;Zwierzynski;Uniwersytet Królewski;10;Inowrocław 21-327;I;1370;21-327;Inowrocław;;21-327;Inowrocław;5;55;
1161;Dyta;Nowakowska;Politechnika Informatyczno-Elektroniczna;10;Prudnik 09-823;V;1435;09-823;Prudnik;;09-823;Prudnik;2;145;
1162;Anna;Sabat;Uniwersytet Królewski;10;Sośnicowice 15-658;I;1223;15-658;Sośnicowice;;15-658;Sośnicowice;5;171;
1163;Beata;Gajewska;Uniwersytet Królewski;10;Jejkowice 67-738;I;455;67-738;Jejkowice;;67-738;Jejkowice;5;63;
1164;Michal;Kupiec;Uniwersytet Królewski;10;Alwernia 27-938;II;936;27-938;Alwernia;;27-938;Alwernia;5;2;
1165;Elzbieta;Lubanska;Akademia Sztuk Pięknych;#N/D;Lubaczów 60-915;I;2715;60-915;Lubaczów;;60-915;Lubaczów;1;102;
1166;Dariusz;Konczak;Politechnika Informatyczno-Elektroniczna;10;Limanowa 65-385;I;2351;65-385;Limanowa;;65-385;Limanowa;2;100;
1167;Stefan;Blazejczyk;Uniwersytet Królewski;10;Jaworzynka 56-921;II;1799;56-921;Jaworzynka;;56-921;Jaworzynka;5;62;
